Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),6.0
Loan Term (months),360
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,1139834.67
Extraction Timestamp,20250727_191017
Monthly Income,"12,000.00"
Total Investment Amount,"1,762,990.76"
Total Investment Final Value,"5,593,108.27"
Total Investment Profit After Tax,"2,133,718.91"
Effective Annual Return After Tax,3.45%
Weighted Monthly Payment (30 years),"9,909.30"
Weighted Cost (should be ~0),-0.18
Weighted Investment Profit,"1,557,009.06"
Weighted Calculation Converged,Yes
