Parameter,Value
Loan Type,פריים
Interest Rate (%),6.0
Loan Term (months),336
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,842500.00
Extraction Timestamp,20250727_230009
Monthly Income,"12,000.00"
Total Investment Amount,"2,189,500.00"
Total Investment Final Value,"6,006,892.52"
Total Investment Profit After Tax,"2,080,533.37"
Effective Annual Return After Tax,3.22%
Weighted Monthly Payment (30 years),"7,772.47"
Weighted Cost (should be ~0),-0.42
Weighted Investment Profit,"842,499.58"
Weighted Calculation Converged,Yes
