Parameter,Value
Loan Type,קבועה לא צמודה
Interest Rate (%),2.5
Loan Term (months),216
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה לא צמודה
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,226041.67
Extraction Timestamp,20250727_160624
Monthly Income,"12,000.00"
Total Investment Amount,"1,365,958.33"
Total Investment Final Value,"2,647,621.06"
Total Investment Profit After Tax,"651,214.52"
Effective Annual Return After Tax,3.25%
Weighted Monthly Payment (30 years),"5,759.92"
Weighted Cost (should be ~0),-0.15
Weighted Investment Profit,"226,041.51"
Weighted Calculation Converged,Yes
