Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.0
Loan Term (months),204
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,183184.10
Extraction Timestamp,20250727_151714
Monthly Income,"12,000.00"
Total Investment Amount,"1,155,015.25"
Total Investment Final Value,"2,201,057.71"
Total Investment Profit After Tax,"528,526.48"
Effective Annual Return After Tax,3.36%
Weighted Monthly Payment (30 years),"6,133.07"
Weighted Cost (should be ~0),-0.16
Weighted Investment Profit,"292,984.59"
Weighted Calculation Converged,Yes
