Parameter,Value
Loan Type,קבועה לא צמודה
Interest Rate (%),2.0
Loan Term (months),60
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,60
Total Mortgage Interest,51719.66
Extraction Timestamp,20250727_142557
Monthly Income,"12,000.00"
Total Investment Amount,0.00
Total Investment Final Value,0.00
Total Investment Profit After Tax,0.00
Effective Annual Return After Tax,0.00%
Weighted Monthly Payment (30 years),"8,198.56"
Weighted Cost (should be ~0),-0.10
Weighted Investment Profit,"77,557.86"
Weighted Calculation Converged,Yes
