Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),6.0
Loan Term (months),348
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,1069805.76
Extraction Timestamp,20250727_185022
Monthly Income,"12,000.00"
Total Investment Amount,"1,750,185.67"
Total Investment Final Value,"5,253,299.02"
Total Investment Profit After Tax,"1,935,229.62"
Effective Annual Return After Tax,3.39%
Weighted Monthly Payment (30 years),"9,642.15"
Weighted Cost (should be ~0),-0.46
Weighted Investment Profit,"1,425,813.87"
Weighted Calculation Converged,Yes
