Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),6.0
Loan Term (months),180
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,523838.36
Extraction Timestamp,20250727_193747
Monthly Income,"12,000.00"
Total Investment Amount,"392,272.81"
Total Investment Final Value,"640,206.38"
Total Investment Profit After Tax,"122,188.91"
Effective Annual Return After Tax,2.87%
Weighted Monthly Payment (30 years),"9,606.07"
Weighted Cost (should be ~0),0.21
Weighted Investment Profit,"767,727.40"
Weighted Calculation Converged,Yes
