Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),6.0
Loan Term (months),348
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,983770.10
Extraction Timestamp,20250727_174241
Monthly Income,"12,000.00"
Total Investment Amount,"1,995,672.44"
Total Investment Final Value,"5,839,791.42"
Total Investment Profit After Tax,"2,116,933.00"
Effective Annual Return After Tax,3.31%
Weighted Monthly Payment (30 years),"8,824.89"
Weighted Cost (should be ~0),-0.02
Weighted Investment Profit,"1,180,327.54"
Weighted Calculation Converged,Yes
