Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),6.0
Loan Term (months),156
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,413998.01
Extraction Timestamp,20250727_173037
Monthly Income,"12,000.00"
Total Investment Amount,"375,285.11"
Total Investment Final Value,"539,053.01"
Total Investment Profit After Tax,"78,482.22"
Effective Annual Return After Tax,2.43%
Weighted Monthly Payment (30 years),"8,688.54"
Weighted Cost (should be ~0),0.30
Weighted Investment Profit,"496,715.19"
Weighted Calculation Converged,Yes
