Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.0
Loan Term (months),360
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,376589.65
Extraction Timestamp,20250728_233825
Monthly Income,"12,000.00"
Total Investment Amount,"2,717,682.28"
Total Investment Final Value,"9,579,078.95"
Total Investment Profit After Tax,"3,849,194.81"
Effective Annual Return After Tax,3.79%
Weighted Monthly Payment (30 years),"4,997.70"
Weighted Cost (should be ~0),-0.93
Weighted Investment Profit,"602,316.79"
Weighted Calculation Converged,Yes
