Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),6.0
Loan Term (months),324
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,908406.10
Extraction Timestamp,20250727_174107
Monthly Income,"12,000.00"
Total Investment Amount,"1,798,094.19"
Total Investment Final Value,"4,814,333.18"
Total Investment Profit After Tax,"1,636,416.93"
Effective Annual Return After Tax,3.25%
Weighted Monthly Payment (30 years),"8,783.17"
Weighted Cost (should be ~0),-0.72
Weighted Investment Profit,"1,089,905.10"
Weighted Calculation Converged,Yes
