input_data,month,cur_duration,opening_balance,interest,capital,month_payment,cpi,closing_balance,monthly_income,monthly_investment,investment_final_value,investment_profit_after_tax,investment_net_value_after_tax
"{'number_program': 0, 'amount': 100000, 'chanel': 'דולר', 'amortization': 'בוליט', 'duration': 30, 'interest': 0.0383, 'cpi': 0, 'month_interest_change': 0, 'interest_change': 0, 'grace': 0, 'payoff_amount': 0, 'payoff_month': 0, 'payoff_format': '', 'full_or_partial_payoff': ''}",1,30,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1037.300380810416,68.43297536557517,1014.489389021891
,2,29,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1031.4683090286667,65.80453911729273,1009.5334626562358
,3,28,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1025.6690272293536,63.19640078352006,1004.6035603015135
,4,27,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1019.9023510555292,60.60843266206291,999.6995401681748
,5,26,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1014.168097186767,58.04050780212461,994.8212612527254
,6,25,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1008.4660833333331,55.49249999999847,989.9685833333336
,7,24,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1002.7961282303914,52.9642837947857,985.1413669654629
,8,23,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,997.1580516322409,50.455734464136896,980.3394734775286
,9,22,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,991.5516743065864,47.96672802001848,975.5627649665803
,10,21,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,985.9768180288401,45.49714120450247,970.8111042940059
,11,20,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,980.4333055764564,43.04685148558022,966.084355081263
,12,19,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,974.9209607232981,40.61573705300063,961.3823817056312
,13,18,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,969.4396082340338,38.20367681413103,956.7050492959902
,14,17,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,963.9890738585672,35.81055038984127,952.0522237286201
,15,16,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,958.5691843264988,33.436238110413456,947.4237716230276
,16,15,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,953.179767341616,31.080621011470896,942.8195603377924
,17,14,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,947.8206515764178,28.74358082993473,938.2394579664397
,18,13,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,942.4916666666667,26.42499999999933,933.6833333333336
,19,12,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,937.1926432059732,24.124761649133205,929.1510559895955
,20,11,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,931.9234127404122,21.8427495941024,924.6424962090448
,21,10,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,926.6838077631649,19.578848337013852,920.1575249841602
,22,9,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,921.4736617091964,17.332943061385777,915.6960140220679
,23,8,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,916.2928089499593,15.104919628235109,911.2578357405475
,24,7,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,911.1410847881291,12.8946645721918,906.8428632640652
,25,6,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,906.018325452368,10.702065097631788,902.4509704198241
,26,5,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,900.9243680921189,8.5270090748335,898.0820317338411
,27,4,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,895.8590507724288,6.36938503615653,893.7359224270433
,28,3,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,890.8222124688001,4.22908217224051,889.4125184113866
,29,2,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,885.8136930620727,2.105990328226511,885.1116962859973
,30,1,100000,319.1666666666667,100000,100319.16666666667,0,0,1200,0,0.0,0.0,0.0
