input_data,month,cur_duration,opening_balance,interest,capital,month_payment,cpi,closing_balance,monthly_income,monthly_investment,investment_final_value,investment_profit_after_tax,investment_net_value_after_tax
"{'number_program': 0, 'amount': 100000, 'chanel': 'עוגן מק""מ', 'amortization': 'בוליט', 'duration': 60, 'interest': 0.0383, 'cpi': 0, 'month_interest_change': 0, 'interest_change': 0, 'grace': 0, 'payoff_amount': 0, 'payoff_month': 0, 'payoff_format': '', 'full_or_partial_payoff': ''}",1,60,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1228.4683773157433,157.3899823154217,1176.0050498772694
,2,59,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1221.5614910457152,154.0893169236193,1170.1983854045088
,3,58,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1214.6934377475634,150.81315231229104,1164.4223869767998
,4,57,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1207.8639990885042,147.56133610769783,1158.676887052605
,5,56,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1201.072957963299,144.33371682877205,1152.9617190203749
,6,55,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1194.320098487351,141.13014388200972,1147.2767171933478
,7,54,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1187.6052059898452,137.9504675563933,1141.6217168043809
,8,53,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1180.9280670069206,134.79453901834034,1135.9965540008072
,9,52,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1174.2884692748867,131.66221030668393,1130.4010658393254
,10,51,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1167.6862017234753,128.55333432767918,1124.8350902809157
,11,50,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1161.1210544691294,125.46776485003858,1119.2984661857831
,12,49,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1154.592818808333,122.40535649999683,1113.7910333083341
,13,48,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1148.101287210975,119.36596475640113,1108.3126322921746
,14,47,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1141.6462533137526,116.34944594583254,1102.8631046651417
,15,46,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1135.2275119136107,113.35565723775102,1097.4422928343604
,16,45,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1128.844858961219,110.3844566396721,1092.0500400813282
,17,44,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1122.498091554485,107.43570299236734,1086.6861905570292
,18,43,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1116.187007932104,104.5092559650947,1081.3505892770725
,19,42,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1109.9114074671452,101.60497605085416,1076.0430821168604
,20,41,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1103.6710906606734,98.72272456167084,1070.763515806783
,21,40,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1097.4658591354082,95.86236362390537,1065.5117379274398
,22,39,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1091.295515629416,93.02375617358979,1060.2875969048862
,23,38,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1085.1598639898407,90.20676595179063,1055.0909420059104
,24,37,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1079.0587091666664,87.41125749999765,1049.9216233333339
,25,36,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1072.9918572065187,84.63709615554023,1044.7794918213385
,26,35,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1066.959115246498,81.88414804702762,1039.664399230822
,27,34,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1060.9602915080475,79.15228008981592,1034.5761981447754
,28,33,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1054.9951952908589,76.44135998150193,1029.5147419636914
,29,32,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1049.0636369668084,73.75125619744054,1024.4798849009949
,30,31,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1043.1654279739291,71.08183798628906,1019.4714819784995
,31,30,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1037.300380810416,68.43297536557517,1014.489389021891
,32,29,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1031.4683090286667,65.80453911729273,1009.5334626562358
,33,28,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1025.6690272293536,63.19640078352006,1004.6035603015135
,34,27,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1019.9023510555292,60.60843266206291,999.6995401681748
,35,26,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1014.168097186767,58.04050780212461,994.8212612527254
,36,25,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1008.4660833333331,55.49249999999847,989.9685833333336
,37,24,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,1002.7961282303914,52.9642837947857,985.1413669654629
,38,23,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,997.1580516322409,50.455734464136896,980.3394734775286
,39,22,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,991.5516743065864,47.96672802001848,975.5627649665803
,40,21,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,985.9768180288401,45.49714120450247,970.8111042940059
,41,20,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,980.4333055764564,43.04685148558022,966.084355081263
,42,19,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,974.9209607232981,40.61573705300063,961.3823817056312
,43,18,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,969.4396082340338,38.20367681413103,956.7050492959902
,44,17,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,963.9890738585672,35.81055038984127,952.0522237286201
,45,16,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,958.5691843264988,33.436238110413456,947.4237716230276
,46,15,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,953.179767341616,31.080621011470896,942.8195603377924
,47,14,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,947.8206515764178,28.74358082993473,938.2394579664397
,48,13,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,942.4916666666667,26.42499999999933,933.6833333333336
,49,12,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,937.1926432059732,24.124761649133205,929.1510559895955
,50,11,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,931.9234127404122,21.8427495941024,924.6424962090448
,51,10,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,926.6838077631649,19.578848337013852,920.1575249841602
,52,9,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,921.4736617091964,17.332943061385777,915.6960140220679
,53,8,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,916.2928089499593,15.104919628235109,911.2578357405475
,54,7,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,911.1410847881291,12.8946645721918,906.8428632640652
,55,6,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,906.018325452368,10.702065097631788,902.4509704198241
,56,5,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,900.9243680921189,8.5270090748335,898.0820317338411
,57,4,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,895.8590507724288,6.36938503615653,893.7359224270433
,58,3,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,890.8222124688001,4.22908217224051,889.4125184113866
,59,2,100000,319.1666666666667,0,319.1666666666667,0,100000,1200,880.8333333333333,885.8136930620727,2.105990328226511,885.1116962859973
,60,1,100000,319.1666666666667,100000,100319.16666666667,0,0,1200,0,0.0,0.0,0.0
