input_data,month,cur_duration,opening_balance,interest,capital,month_payment,cpi,closing_balance,monthly_income,monthly_investment,investment_final_value,investment_profit_after_tax,investment_net_value_after_tax
"{'number_program': 0, 'amount': 100000, 'chanel': 'משתנה צמודה כל שנה', 'amortization': 'בוליט', 'duration': 360, 'interest': 0.0355, 'cpi': 0.04, 'month_interest_change': 0, 'interest_change': 0, 'grace': 0, 'payoff_amount': 0, 'payoff_month': 0, 'payoff_format': '', 'full_or_partial_payoff': ''}",1,360,100333.33333333333,296.8194444444444,0,296.8194444444444,334.44444444444446,100667.77777777777,1200,903.1805555555557,6836.585689022874,3487.292111711577,5674.154985119016
,2,359,100667.77777777777,297.80884259259255,0,297.80884259259255,335.55925925925925,101003.33703703702,1200,902.1911574074074,6790.700873021453,3458.705888708091,5637.798910118756
,3,358,101003.33703703702,298.8015387345678,0,298.8015387345678,336.67779012345676,101340.01482716048,1200,901.1984612654321,6745.09122392423,3430.313254537918,5601.65347241159
,4,357,101340.01482716048,299.7975438636831,0,299.7975438636831,337.8000494238683,101677.81487658435,1200,900.2024561363169,6699.755154983413,3402.113051938034,5565.717471004069
,5,356,101677.81487658435,300.7968690098954,0,300.7968690098954,338.92604958861455,102016.74092617296,1200,899.2031309901047,6654.691088464006,3374.104130325478,5529.989711688846
,6,355,102016.74092617296,301.79952523992836,0,301.79952523992836,340.05580308724325,102356.79672926021,1200,898.2004747600716,6609.897455592908,3346.2853457593837,5494.469007006447
,7,354,102356.79672926021,302.80552365739476,0,302.80552365739476,341.1893224308674,102697.98605169108,1200,897.1944763426052,6565.37269650834,3318.6555609032343,5459.154176207261
,8,353,102697.98605169108,303.8148754029194,0,303.8148754029194,342.32662017230365,103040.31267186339,1200,896.1851245970806,6521.115260209507,3291.2136449873137,5424.044045213735
,9,352,103040.31267186339,304.8275916542625,0,304.8275916542625,343.4677089062113,103383.7803807696,1200,895.1724083457375,6477.123604506583,3263.958473771384,5389.1374465827885
,10,351,103383.7803807696,305.8436836264434,0,305.8436836264434,344.612601269232,103728.39298203883,1200,894.1563163735566,6433.396195970965,3236.888929507575,5354.43321946844
,11,350,103728.39298203883,306.86316257186485,0,306.86316257186485,345.7613099401295,104074.15429197896,1200,893.1368374281351,6389.931509885793,3210.0039009034663,5319.930209584638
,12,349,104074.15429197896,307.8860397804378,0,307.8860397804378,346.9138476399299,104421.06813961889,1200,892.1139602195622,6346.728030196773,3183.3022830853997,5285.627269168306
,13,348,104421.06813961889,308.91232657970585,0,308.91232657970585,348.070227132063,104769.13836675095,1200,891.0876734202941,6303.784249463261,3156.782977561985,5251.5232569426
,14,347,104769.13836675095,309.94203433497154,0,309.94203433497154,349.2304612225032,105118.36882797345,1200,890.0579656650284,6261.098668809625,3130.444892187812,5217.617038080355
,15,346,105118.36882797345,310.97517444942144,0,310.97517444942144,350.39456275991154,105468.76339073337,1200,889.0248255505785,6218.669797876884,3104.2869411273764,5183.907484167759
,16,345,105468.76339073337,312.01175836425284,0,312.01175836425284,351.5625446357779,105820.32593536914,1200,887.9882416357472,6176.49615477462,3078.3080448192027,5150.393473168218
,17,344,105820.32593536914,313.05179755880033,0,313.05179755880033,352.73441978456384,106173.0603551537,1200,886.9482024411997,6134.576266033155,3052.5071299401698,5117.073889386432
,18,343,106173.0603551537,314.09530355066306,0,314.09530355066306,353.9102011838457,106526.97055633755,1200,885.9046964493369,6092.908666556001,3026.883129370038,5083.947623432655
,19,342,106526.97055633755,315.1422878958319,0,315.1422878958319,355.0899018544585,106882.060458192,1200,884.8577121041681,6051.491899572586,3001.4349821561855,5051.01357218719
,20,341,106882.060458192,316.192762188818,0,316.192762188818,356.27353486064004,107238.33399305264,1200,883.807237811182,6010.324516591228,2976.161633478527,5018.270638765052
,21,340,107238.33399305264,317.2467380627807,0,317.2467380627807,357.4611133101755,107595.79510636281,1200,882.7532619372193,5969.405077352388,2951.062034614646,4985.717732480839
,22,339,107595.79510636281,318.3042271896567,0,318.3042271896567,358.65265035454274,107954.44775671736,1200,881.6957728103433,5928.732149782182,2926.1351429051156,4953.35376881381
,23,338,107954.44775671736,319.36524128028884,0,319.36524128028884,359.84815918905787,108314.29591590642,1200,880.6347587197112,5888.30430994616,2901.37992171902,4921.177669373154
,24,337,108314.29591590642,320.4297920845565,0,320.4297920845565,361.0476530530214,108675.34356895945,1200,879.5702079154435,5848.120142003334,2876.795340419667,4889.188361863445
,25,336,108675.34356895945,321.497891391505,0,321.497891391505,362.25114522986485,109037.59471418931,1200,878.5021086084951,5808.1782381604735,2852.380374330495,4857.384780050308
,26,335,109037.59471418931,322.5695510294767,0,322.5695510294767,363.45864904729774,109401.05336323661,1200,877.4304489705232,5768.477198626656,2828.134004701177,4825.765863726264
,27,334,109401.05336323661,323.64478286624166,0,323.64478286624166,364.6701778774554,109765.72354111407,1200,876.3552171337583,5729.015631568078,2804.0552186739083,4794.330558676775
,28,333,109765.72354111407,324.7235988091291,0,324.7235988091291,365.8857451370469,110131.60928625111,1200,875.276401190871,5689.792153063113,2780.143009249892,4763.0778166464825
,29,332,110131.60928625111,325.80601080515953,0,325.80601080515953,367.10536428750373,110498.71465053862,1200,874.1939891948405,5650.805387057623,2756.396375256008,4732.00659530562
,30,331,110498.71465053862,326.89203084117673,0,326.89203084117673,368.32904883512873,110867.04369937375,1200,873.1079691588233,5612.053965320532,2732.8143213116764,4701.11585821664
,31,330,110867.04369937375,327.98167094398065,0,327.98167094398065,369.55681233124585,111236.600511705,1200,872.0183290560194,5573.5365273996385,2709.395857795903,4670.404574801004
,32,329,111236.600511705,329.0749431804606,0,329.0749431804606,370.78866837235,111607.38918007734,1200,870.9250568195393,5535.251720577679,2686.140000814513,4639.871720306175
,33,328,111607.38918007734,330.1718596577288,0,330.1718596577288,372.0246306002578,111979.4138106776,1200,869.8281403422711,5497.1981998286465,2663.0457721675684,4609.51627577279
,34,327,111979.4138106776,331.2724325232545,0,331.2724325232545,373.2647127022587,112352.67852337986,1200,868.7275674767454,5459.374627774347,2640.112199316977,4579.337228002021
,35,326,112352.67852337986,332.37667396499876,0,332.37667396499876,374.5089284112662,112727.18745179112,1200,867.6233260350012,5421.779674641198,2617.3383153542677,4549.333569523109
,36,325,112727.18745179112,333.4845962115487,0,333.4845962115487,375.75729150597044,113102.94474329709,1200,866.5154037884513,5384.412018217284,2594.723158968569,4519.504298561094
,37,324,113102.94474329709,334.5962115322539,0,334.5962115322539,377.00981581099035,113479.95455910808,1200,865.4037884677462,5347.270343809641,2572.2657744147514,4489.848419004724
