Parameter,Value
Loan Type,פריים
Interest Rate (%),6.0
Loan Term (months),216
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,542500.00
Extraction Timestamp,20250727_173431
