Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.75
Loan Term (months),192
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,221145.83
Extraction Timestamp,20250727_181535
