Parameter,Value
Loan Type,משתנה לא צמודה
Interest Rate (%),2.75
Loan Term (months),132
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,152395.83
Extraction Timestamp,20250727_143042
