Parameter,Value
Loan Type,משתנה לא צמודה
Interest Rate (%),6.0
Loan Term (months),240
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,משתנה לא צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,602500.00
Extraction Timestamp,20250727_173616
