Parameter,Value
Loan Type,פריים
Interest Rate (%),2.0
Loan Term (months),168
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,140833.33
Extraction Timestamp,20250727_151521
