Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.0
Loan Term (months),204
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,170833.33
Extraction Timestamp,20250727_172505
