Parameter,Value
Loan Type,קבועה לא צמודה
Interest Rate (%),2.0
Loan Term (months),192
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה לא צמודה
Amortization Method,שפיצר
Total Monthly Payments,192
Total Mortgage Interest,169344.84
Extraction Timestamp,20250729_004520
