input_data,month,cur_duration,opening_balance,interest,month_payment,capital,cpi,closing_balance
"{'number_program': 0, 'amount': 1000000, 'chanel': 'קבועה צמודה', 'amortization': 'שפיצר', 'duration': 72, 'interest': 0.0575, 'cpi': 0.02, 'month_interest_change': 0, 'interest_change': 0, 'grace': 0, 'payoff_amount': 0, 'payoff_month': 0, 'payoff_format': '', 'full_or_partial_payoff': ''}",1,72,1001666.6666666666,4799.652777777778,16482.557244833974,11682.904467056196,1649.9729369993508,991633.7351366099
,2,71,991633.7351366099,4751.5783141962565,16510.028173575374,11758.449859379118,1633.1254754620513,981508.4107526928
,3,70,981508.4107526928,4703.061134856654,16537.544887198,11834.483752341348,1616.1232116672525,971290.0502120188
,4,69,971290.0502120188,4654.098157265924,16565.107462009997,11911.009304744073,1598.9650681787912,960978.0059754535
,5,68,960978.0059754535,4604.686278632382,16592.715974446688,11988.029695814306,1581.6499604660653,950571.6262401053
,6,67,950571.6262401053,4554.822375733838,16620.370501070767,12065.548125336929,1564.1767968579475,940070.2549116263
,7,66,940070.2549116263,4504.5033047848765,16648.07111857256,12143.567813787682,1546.5444784963977,929473.231576335
,8,65,929473.231576335,4453.725901303273,16675.817903770185,12222.092002466912,1528.7518992897803,918779.8914731579
,9,64,918779.8914731579,4402.486979975549,16703.610933609805,12301.123953634256,1510.7979458658729,907989.5654653895
,10,63,907989.5654653895,4350.783334521659,16731.450285165825,12380.666950644167,1492.681497524576,897101.58001227
,11,62,897101.58001227,4298.611737558795,16759.336035641103,12460.724298082308,1474.401426190313,886115.257140378
,12,61,886115.257140378,4245.968940464311,16787.26826236718,12541.299321902869,1455.9565963641253,875029.9144148392
,13,60,875029.9144148392,4192.851673237772,16815.24704280446,12622.39536956669,1437.3458650754542,863844.864910348
,14,59,863844.864910348,4139.256644362084,16843.27245454247,12704.015810180386,1418.5680818336127,852559.4171820013
,15,58,852559.4171820013,4085.180540663757,16871.344575300045,12786.164034636287,1399.6220885789417,841172.8752359439
,16,57,841172.8752359439,4030.620027172232,16899.463482925556,12868.843455753324,1380.506719633651,829684.5384998244
,17,56,829684.5384998244,3975.5717469783253,16927.6292553971,12952.057508418775,1361.2208016523427,818093.7017930578
,18,55,818093.7017930578,3920.032321091736,16955.841970822763,13035.809649731027,1341.7631535722114,806399.655296899
,19,54,806399.655296899,3863.9983482976418,16984.10170744081,13120.103359143166,1322.1325865629267,794601.6845243188
,20,53,794601.6845243188,3807.466405012361,17012.40854361988,13204.94213860752,1302.3279039761856,782699.0702896875
,21,52,782699.0702896875,3750.433045138086,17040.762557859252,13290.329512721166,1282.347901294944,770691.0886782613
,22,51,770691.0886782613,3692.894799916669,17069.16382878903,13376.269028872362,1262.191366082315,758577.0110154712
,23,50,758577.0110154712,3634.8481777824663,17097.612435170344,13462.764257387877,1241.857077930139,746356.1038360135
,24,49,746356.1038360135,3576.2896642142314,17126.108455895628,13549.818791681397,1221.3438084072202,734027.6288527392
,25,48,734027.6288527392,3517.2157215860425,17154.651969988798,13637.436248402755,1200.6503210072274,721590.8429253437
