input_data,month,cur_duration,opening_balance,interest,month_payment,capital,cpi,closing_balance
"{'number_program': 0, 'amount': 1000000, 'chanel': 'זכאות', 'amortization': 'שפיצר', 'duration': 360, 'interest': 0.05, 'cpi': 0.03, 'month_interest_change': 0, 'interest_change': 0, 'grace': 0, 'payoff_amount': 0, 'payoff_month': 0, 'payoff_format': '', 'full_or_partial_payoff': ''}",1,360,1002500,4177.083333333333,5381.6367706967,1204.5534373633673,2503.2386164065915,1003798.6851790432
,2,359,1003798.6851790432,4182.494521579347,5395.090862623444,1212.5963410440972,2506.465222094998,1005092.5540600942
,3,358,1005092.5540600942,4187.885641917059,5408.5785897800015,1220.6929478629427,2509.679652780578,1006381.5407650118
,4,357,1006381.5407650118,4193.256419854216,5422.100036254452,1228.843616400236,2512.881742871529,1007665.578891483
,5,356,1007665.578891483,4198.606578714513,5435.655286345087,1237.0487076305744,2516.071325459631,1008944.601509312
,6,355,1008944.601509312,4203.935839622133,5449.2444245609495,1245.3085849388162,2519.248232310933,1010218.5411566842
,7,354,1010218.5411566842,4209.243921486184,5462.867535622353,1253.6236141361687,2522.41229385637,1011487.3298364044
,8,353,1011487.3298364044,4214.530540985018,5476.524704461408,1261.99416347639,2525.5633391823203,1012750.8990121103
,9,352,1012750.8990121103,4219.795412550459,5490.216016222561,1270.4206036721016,2528.7011960210953,1014009.1796044592
,10,351,1014009.1796044592,4225.038248351913,5503.941556263118,1278.903307911205,2531.82569074137,1015262.1019872894
,11,350,1015262.1019872894,4230.258758280373,5517.701410153776,1287.4426518734035,2534.9366483385397,1016509.5959837545
,12,349,1016509.5959837545,4235.45664993231,5531.495663679159,1296.0390137468494,2538.033892425019,1017751.5908624326
,13,348,1017751.5908624326,4240.631628593469,5545.324402838358,1304.6927742448888,2541.117245220469,1018988.0153334081
,14,347,1018988.0153334081,4245.7833972225335,5559.187713845453,1313.4043166229194,2544.186527541963,1020218.7975443272
,15,346,1020218.7975443272,4250.911656434697,5573.085683130068,1322.1740266953711,2547.2415587940795,1021443.8650764258
,16,345,1021443.8650764258,4256.0161044851075,5587.018397337892,1331.0022928527842,2550.282156958933,1022663.144940532
,17,344,1022663.144940532,4261.096437252217,5600.985943331236,1339.8895060790192,2553.308138586133,1023876.5635730391
,18,343,1023876.5635730391,4266.152348220996,5614.988408189564,1348.8360599685684,2556.3193187826764,1025084.0468318532
,19,342,1025084.0468318532,4271.183528466055,5629.0258792100385,1357.8423507439838,2559.3155112027735,1026285.5199923121
,20,341,1026285.5199923121,4276.189666634634,5643.098443908065,1366.908777273431,2562.296528037597,1027480.9077430763
,21,340,1027480.9077430763,4281.170448929484,5657.206190017834,1376.0357410883498,2565.26218000497,1028670.134181993
,22,339,1028670.134181993,4286.125559091637,5671.349205492879,1385.2236464012421,2568.2122763389793,1029853.1228119307
,23,338,1029853.1228119307,4291.054678383045,5685.5275785066115,1394.4729001235664,2571.146624779518,1031029.7965365867
,24,337,1031029.7965365867,4295.957485569112,5699.741397452878,1403.7839118837665,2574.0650315617577,1032200.0776562648
,25,336,1032200.0776562648,4300.8336569011035,5713.990750946511,1413.1570940454076,2576.9673014055484,1033363.8878636248
,26,335,1033363.8878636248,4305.6828660984365,5728.275727823876,1422.5928617254394,2579.8532375047484,1034521.1482394041
,27,334,1034521.1482394041,4310.50478433085,5742.596417143435,1432.091632812585,2582.7226415164787,1035671.7792481079
,28,333,1035671.7792481079,4315.29908020045,5756.952908186294,1441.6538279858441,2585.575313550305,1036815.7007336724
,29,332,1036815.7007336724,4320.0654197236345,5771.345290456759,1451.2798707331249,2588.411052157348,1037952.8319150966
,30,331,1037952.8319150966,4324.803466312903,5785.773653682902,1460.9701873699987,2591.2296543193165,1039083.091382046
,31,330,1039083.091382046,4329.512880758525,5800.23808781711,1470.7252070585846,2594.0309154374686,1040206.3970904249
