input_data,month,cur_duration,opening_balance,interest,month_payment,capital,cpi,closing_balance
"{'number_program': 0, 'amount': 1000000, 'chanel': 'משתנה צמודה כל 5', 'amortization': 'שפיצר', 'duration': 240, 'interest': 0.0275, 'cpi': 0.015, 'month_interest_change': 0, 'interest_change': 0, 'grace': 0, 'payoff_amount': 0, 'payoff_month': 0, 'payoff_format': '', 'full_or_partial_payoff': ''}",1,240,1001250,2294.53125,5428.4401457205895,3133.9088957205895,1247.6451138803493,999363.7362181598
,2,239,999363.7362181598,2290.208562166616,5435.225695902738,3145.017133736122,1245.2733988555296,997463.9924832792
,3,238,997463.9924832792,2285.8549827741817,5442.019728022618,3156.1647452484367,1242.8847846725384,995550.7125227033
,4,237,995550.7125227033,2281.4703828645283,5448.822252682645,3167.3518698181165,1240.4792008161064,993623.8398537013
,5,236,993623.8398537013,2277.0546329980657,5455.633280498498,3178.578647500432,1238.056576507751,991683.3177827086
,6,235,991683.3177827086,2272.6076032520405,5462.45282209912,3189.845218847079,1235.616840704827,989729.0894045663
,7,234,989729.0894045663,2268.1291632187977,5469.280888126742,3201.1517249079443,1233.1599220995731,987761.097601758
,8,233,987761.097601758,2263.6191820040285,5476.1174892369,3212.4983072328714,1230.6857491181563,985779.2850436432
,9,232,985779.2850436432,2259.0775282250156,5482.962636098446,3223.88510787343,1228.194249919712,983783.5941856895
,10,231,983783.5941856895,2254.5040700088716,5489.816339393568,3235.3122693846967,1225.685352395381,981773.9672687001
,11,230,981773.9672687001,2249.8986749907713,5496.67860981781,3246.7799348270387,1223.1589841673415,979750.3463180405
,12,229,979750.3463180405,2245.261210312176,5503.5494580800805,3258.2882477679045,1220.6150725878408,977712.6731428604
,13,228,977712.6731428604,2240.591542619055,5510.42889490268,3269.8373522836255,1218.053544738221,975660.889335315
,14,227,975660.889335315,2235.889538060097,5517.316931021309,3281.427392961212,1215.4743274279422,973594.9362697817
,15,226,973594.9362697817,2231.1550622849163,5524.2135771850835,3293.058514900167,1212.877347193602,971514.7551020752
,16,225,971514.7551020752,2226.3879804422554,5531.118844156565,3304.730863714309,1210.2625302979511,969420.2867686588
,17,224,969420.2867686588,2221.5881571781765,5538.03274271176,3316.4445855335834,1207.6298027289065,967311.4719858541
,18,223,967311.4719858541,2216.755456634249,5544.955283640149,3328.1998270059,1204.9790901985602,965188.2512490468
,19,222,965188.2512490468,2211.8897424457323,5551.886477744699,3339.9967352989665,1202.3103181421848,963050.5648318899
,20,221,963050.5648318899,2206.9908777397477,5558.826335841878,3351.8354581021304,1199.6234117172348,960898.352785505
,21,220,960898.352785505,2202.058725133449,5565.7748687616795,3363.7161436282304,1196.918295802346,958731.5549376791
,22,219,958731.5549376791,2197.093146732181,5572.732087347631,3375.63894061545,1194.1948949963296,956550.11089206
,23,218,956550.11089206,2192.0940041276376,5579.698002456816,3387.603998329178,1191.4531336171635,954353.960027348
,24,217,954353.960027348,2187.061158396006,5586.672624959886,3399.61146656388,1188.6929357009801,952143.0414964851
,25,216,952143.0414964851,2181.994470096112,5593.655965741085,3411.6614956449735,1185.9142250010502,949917.2942258412
,26,215,949917.2942258412,2176.893799267553,5600.64803569826,3423.7542364307074,1183.116924986763,947676.6569143971
,27,214,947676.6569143971,2171.7590054288266,5607.64884574288,3435.889840314054,1180.300958842604,945421.0680329257
,28,213,945421.0680329257,2166.589947575455,5614.65840680006,3448.0684592246052,1177.4662494671263,943150.4658231682
,29,212,943150.4658231682,2161.3864841780937,5621.676729808559,3460.290245630465,1174.6127194719222,940864.7882970097
,30,211,940864.7882970097,2156.148473180647,5628.70382572082,3472.5553525401724,1171.7402911805868,938563.97323565
,31,210,938563.97323565,2150.8757719983646,5635.739705502967,3484.8639335046023,1168.8488866276818,936247.9581887731
,32,209,936247.9581887731,2145.5682375159386,5642.784380134847,3497.2161426189086,1165.9384275576929,933916.6804737119
,33,208,933916.6804737119,2140.22572608559,5649.837860610015,3509.612134524425,1163.0088354239845,931570.0771746115
,34,207,931570.0771746115,2134.8480935251514,5656.9001579357755,3522.052064410624,1160.060031387751,929208.0851415886
,35,206,929208.0851415886,2129.4351951161407,5663.971283133194,3534.5360880170538,1157.0919363169644,926830.6409898885
,36,205,926830.6409898885,2123.986885601828,5671.051247237112,3547.064361635284,1154.1044707853166,924437.6810990386
,37,204,924437.6810990386,2118.5030191852966,5678.140061296156,3559.6370421108595,1151.0975550711596,922029.1416119988
,38,203,922029.1416119988,2112.983449527497,5685.237736372775,3572.2542868452774,1148.071109156442,919604.9584343099
,39,202,919604.9584343099,2107.4280297452938,5692.344283543241,3584.916253797947,1145.02505272564,917165.0672332377
,40,201,917165.0672332377,2101.8366124095032,5699.459713897669,3597.6231014881655,1141.9593051646868,914709.4034369141
,41,200,914709.4034369141,2096.209049542928,5706.584038540038,3610.37498899711,1138.8737855598963,912237.9022334769
,42,199,912237.9022334769,2090.5451926183846,5713.717268588213,3623.1720759698287,1135.7684126968838,909750.4985702039
,43,198,909750.4985702039,2084.8448925567172,5720.859415173947,3636.01452261723,1132.6431050594833,907247.1271526462
,44,197,907247.1271526462,2079.1079997248144,5728.010489442915,3648.9024897181007,1129.49778082866,904727.7224437568
,45,196,904727.7224437568,2073.3343639336094,5735.170502554718,3661.8361386211086,1126.3323578814195,902192.2186630171
,46,195,902192.2186630171,2067.523834436081,5742.33946568291,3674.8156312468286,1123.146753789713,899640.5497855601
,47,194,899640.5497855601,2061.676259925242,5749.517390015014,3687.841130089772,1119.9408858193378,897072.6495412897
,48,193,897072.6495412897,2055.791488532122,5756.704286752531,3700.9127982204086,1116.7146709288365,894488.4514139981
,49,192,894488.4514139981,2049.869367823746,5763.900167110973,3714.0307992872267,1113.4680257683885,891887.8886404793
,50,191,891887.8886404793,2043.9097448010984,5771.10504231986,3727.195297518762,1110.2008666787008,889270.8942096393
,51,190,889270.8942096393,2037.91246589709,5778.318923622759,3740.406457725669,1106.913109689892,886637.4008616034
,52,189,886637.4008616034,2031.8773769745078,5785.541822277286,3753.6644453027784,1103.6046705203757,883987.341086821
,53,188,883987.341086821,2025.8043233239648,5792.773749555131,3766.969426231166,1100.2754645757375,881320.6471251657
,54,187,881320.6471251657,2019.693149661838,5800.0147167420755,3780.3215670802374,1096.925406947607,878637.2509650331
,55,186,878637.2509650331,2013.5437001282007,5807.264735138002,3793.721035009801,1093.554412412529,875937.0843424358
,56,185,875937.0843424358,2007.3558182847487,5814.523816056923,3807.1679977721747,1090.1623954308295,873220.0787400944
